Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
13,0.645,0.345,0.5,0.18,1.2785,0.5345,0.2995
12,0.71,0.6855,0.53,0.195,1.8745,0.6755,0.4065
24,0.7,0.71,0.54,0.215,1.978,0.6675,0.3125
10,0.655,0.396,0.505,0.165,1.367,0.5835,0.3515
21,0.665,0.725,0.5,0.175,1.742,0.595,0.3025
11,0.47,0.13,0.375,0.105,0.513,0.232,0.142
9,0.425,0.135,0.335,0.1,0.4085,0.1755,0.092
7,0.54,0.175,0.41,0.13,0.56,0.2375,0.1065
9,0.505,0.175,0.395,0.125,0.635,0.29,0.1555
10,0.535,0.3,0.44,0.165,0.875,0.279,0.18
9,0.43,0.12,0.35,0.09,0.397,0.1575,0.089
9,0.55,0.215,0.435,0.11,0.806,0.3415,0.203
6,0.34,0.05,0.255,0.085,0.204,0.097,0.021
7,0.275,0.035,0.2,0.065,0.1165,0.0565,0.013
6,0.335,0.05,0.22,0.07,0.17,0.076,0.0365
15,0.64,0.375,0.49,0.14,1.194,0.4445,0.238
9,0.55,0.245,0.44,0.125,0.765,0.33,0.2125
13,0.64,0.3805,0.475,0.19,1.151,0.4365,0.281
9,0.545,0.22,0.41,0.115,0.6765,0.29,0.158
18,0.64,0.475,0.54,0.175,1.571,0.627,0.271
15,0.605,0.295,0.49,0.155,1.153,0.503,0.2505
15,0.605,0.31,0.47,0.115,1.114,0.3925,0.291
10,0.56,0.35,0.45,0.155,0.9125,0.3595,0.271
14,0.57,0.285,0.465,0.155,0.872,0.3245,0.239
13,0.525,0.28,0.405,0.16,0.792,0.316,0.1455
11,0.505,0.18,0.405,0.18,0.606,0.239,0.1235
6,0.35,0.065,0.265,0.09,0.2265,0.0995,0.0575
9,0.45,0.145,0.355,0.12,0.3955,0.147,0.0765
11,0.51,0.235,0.405,0.12,0.61,0.229,0.131
12,0.49,0.165,0.38,0.13,0.539,0.229,0.1355
15,0.505,0.195,0.41,0.135,0.657,0.291,0.133
8,0.38,0.0775,0.3,0.1,0.2505,0.106,0.0535
8,0.27,0.034,0.195,0.07,0.102,0.045,0.0135
7,0.37,0.0835,0.295,0.1,0.2685,0.1165,0.056
11,0.5,0.206,0.385,0.135,0.551,0.2245,0.0715
10,0.645,0.52,0.505,0.165,1.307,0.4335,0.262
11,0.565,0.29,0.44,0.115,0.9185,0.404,0.1785
13,0.67,0.575,0.545,0.175,1.707,0.6995,0.387
11,0.59,0.235,0.415,0.15,0.8805,0.3645,0.234
6,0.47,0.13,0.36,0.11,0.4965,0.237,0.127
8,0.51,0.17,0.385,0.135,0.632,0.282,0.145
16,0.72,0.665,0.575,0.23,2.2695,0.8835,0.3985
7,0.55,0.24,0.405,0.15,0.9235,0.412,0.2135
5,0.2,0.01,0.145,0.025,0.0345,0.011,0.0075
13,0.65,0.405,0.515,0.18,1.3315,0.5665,0.347
14,0.525,0.2,0.405,0.115,0.72,0.3105,0.1915
20,0.565,0.31,0.435,0.185,1.032,0.354,0.2045
12,0.61,0.32,0.47,0.16,1.017,0.426,0.2255
18,0.545,0.38,0.405,0.175,0.98,0.2585,0.207
5,0.325,0.045,0.245,0.075,0.1495,0.0605,0.033
7,0.31,0.05,0.235,0.075,0.1515,0.056,0.0315
11,0.45,0.16,0.335,0.14,0.478,0.1865,0.115
9,0.49,0.18,0.38,0.155,0.578,0.2395,0.1255
10,0.505,0.215,0.405,0.16,0.6835,0.271,0.145
6,0.385,0.08,0.3,0.1,0.2725,0.1115,0.057
17,0.62,0.51,0.485,0.22,1.511,0.5095,0.284
17,0.635,0.41,0.505,0.185,1.3035,0.501,0.295
15,0.665,0.49,0.53,0.185,1.3955,0.456,0.3205
9,0.335,0.07,0.265,0.095,0.1975,0.0795,0.0375
8,0.295,0.04,0.215,0.075,0.116,0.037,0.0295
15,0.48,0.175,0.38,0.125,0.523,0.2105,0.1045
9,0.32,0.06,0.25,0.08,0.1565,0.057,0.034
14,0.43,0.146,0.34,0.125,0.384,0.1375,0.061
12,0.565,0.265,0.45,0.14,1.0055,0.3785,0.244
10,0.6,0.335,0.48,0.165,1.1345,0.4535,0.27
14,0.585,0.325,0.46,0.17,1.0835,0.3745,0.326
13,0.555,0.21,0.42,0.14,0.868,0.33,0.243
14,0.57,0.315,0.495,0.16,1.0915,0.452,0.275
11,0.62,0.37,0.485,0.175,1.271,0.531,0.3075
16,0.63,0.545,0.51,0.19,1.4985,0.4125,0.3075
10,0.425,0.125,0.34,0.12,0.388,0.149,0.087
14,0.64,0.365,0.505,0.19,1.2355,0.4435,0.3105
16,0.675,0.465,0.525,0.175,1.402,0.483,0.3205
11,0.5,0.21,0.4,0.145,0.6025,0.216,0.138
9,0.385,0.1,0.305,0.09,0.2775,0.109,0.0515
18,0.52,0.355,0.435,0.195,0.973,0.2985,0.2135
8,0.52,0.255,0.415,0.175,0.753,0.258,0.171
16,0.64,0.47,0.525,0.2,1.3765,0.44,0.3075
9,0.44,0.115,0.35,0.12,0.375,0.1425,0.0965
10,0.42,0.119,0.32,0.13,0.4135,0.1645,0.106
13,0.45,0.145,0.35,0.135,0.56,0.231,0.137
9,0.42,0.115,0.325,0.125,0.3915,0.1575,0.1025
12,0.64,0.4,0.505,0.19,1.2765,0.4835,0.328
11,0.57,0.275,0.455,0.15,0.96,0.387,0.2385
12,0.41,0.125,0.325,0.12,0.3745,0.158,0.081
13,0.485,0.265,0.41,0.15,0.696,0.2405,0.1625
12,0.61,0.365,0.48,0.19,1.2955,0.5215,0.3225
13,0.59,0.42,0.485,0.205,1.2315,0.4525,0.238
14,0.665,0.485,0.535,0.155,1.383,0.596,0.2565
8,0.345,0.075,0.285,0.1,0.2225,0.0865,0.058
18,0.635,0.315,0.51,0.155,1.156,0.428,0.289
14,0.695,0.43,0.53,0.15,1.477,0.6375,0.3025
15,0.69,0.47,0.54,0.185,1.5715,0.6935,0.318
15,0.555,0.29,0.435,0.135,0.858,0.377,0.1585
14,0.65,0.395,0.525,0.19,1.4995,0.6265,0.4005
15,0.635,0.42,0.48,0.19,1.467,0.5825,0.303
14,0.655,0.37,0.51,0.16,1.092,0.396,0.2825
19,0.69,0.515,0.555,0.205,1.8165,0.7785,0.4395
13,0.695,0.44,0.55,0.16,1.6365,0.694,0.3005
13,0.55,0.295,0.435,0.16,0.906,0.342,0.219
15,0.61,0.365,0.495,0.19,1.213,0.464,0.306
11,0.595,0.275,0.5,0.165,1.06,0.402,0.28
6,0.3,0.05,0.24,0.09,0.161,0.0725,0.039
9,0.435,0.145,0.35,0.125,0.459,0.197,0.1145
8,0.455,0.185,0.375,0.125,0.533,0.233,0.106
12,0.48,0.175,0.38,0.13,0.6175,0.3,0.142
6,0.43,0.11,0.35,0.105,0.366,0.1705,0.0855
7,0.435,0.13,0.35,0.105,0.4195,0.194,0.1005
5,0.3,0.045,0.23,0.075,0.15,0.0605,0.042
12,0.575,0.29,0.48,0.15,0.8745,0.375,0.193
9,0.505,0.185,0.385,0.11,0.655,0.3185,0.15
7,0.455,0.165,0.375,0.125,0.484,0.2155,0.102
18,0.64,0.39,0.505,0.165,1.4435,0.6145,0.3035
13,0.56,0.29,0.435,0.125,0.8775,0.3345,0.2145
12,0.645,0.37,0.52,0.19,1.3105,0.58,0.288
14,0.595,0.33,0.485,0.145,1.2515,0.5035,0.2925
17,0.565,0.29,0.45,0.115,0.9085,0.398,0.197
12,0.655,0.285,0.5,0.14,1.1705,0.5405,0.3175
14,0.48,0.16,0.38,0.135,0.528,0.2,0.1395
11,0.495,0.185,0.385,0.135,0.6625,0.3005,0.1635
10,0.4,0.12,0.335,0.115,0.4335,0.2105,0.1205
11,0.41,0.115,0.31,0.125,0.3595,0.1415,0.0885
12,0.595,0.31,0.465,0.145,1.107,0.402,0.2415
13,0.625,0.24,0.475,0.13,0.8595,0.3195,0.1775
17,0.52,0.255,0.425,0.155,0.7735,0.297,0.123
11,0.465,0.145,0.36,0.125,0.4365,0.169,0.1075
13,0.475,0.175,0.375,0.14,0.501,0.192,0.1175
18,0.5,0.25,0.405,0.14,0.6735,0.265,0.124
12,0.46,0.13,0.355,0.11,0.415,0.215,0.082
12,0.485,0.17,0.385,0.125,0.4775,0.2,0.0785
15,0.465,0.215,0.39,0.14,0.5555,0.213,0.1075
12,0.525,0.22,0.415,0.16,0.6445,0.26,0.1575
18,0.655,0.565,0.53,0.19,1.428,0.493,0.318
24,0.69,0.555,0.54,0.185,1.6195,0.533,0.353
11,0.55,0.22,0.45,0.17,0.81,0.317,0.157
13,0.58,0.305,0.475,0.165,1.0385,0.414,0.26
11,0.59,0.28,0.475,0.155,0.9715,0.371,0.235
11,0.565,0.26,0.44,0.155,0.868,0.348,0.217
13,0.665,0.405,0.57,0.185,1.522,0.6965,0.3025
14,0.62,0.315,0.51,0.175,1.1255,0.4985,0.227
12,0.55,0.205,0.46,0.13,0.7085,0.305,0.1455
15,0.605,0.27,0.475,0.145,1.0185,0.4695,0.225
15,0.535,0.225,0.42,0.16,0.72,0.275,0.164
12,0.51,0.193,0.395,0.12,0.6175,0.262,0.122
9,0.53,0.193,0.405,0.13,0.738,0.2845,0.17
11,0.495,0.178,0.375,0.15,0.597,0.2615,0.135
13,0.575,0.295,0.455,0.185,1.156,0.5525,0.243
14,0.63,0.345,0.5,0.16,1.22,0.4905,0.3
14,0.59,0.22,0.45,0.12,0.7485,0.3345,0.1315
14,0.605,0.33,0.485,0.165,1.0735,0.437,0.205
17,0.645,0.395,0.5,0.19,1.229,0.524,0.278
13,0.62,0.39,0.5,0.175,1.146,0.477,0.23
16,0.605,0.405,0.485,0.175,1.145,0.4325,0.27
16,0.615,0.39,0.5,0.205,1.1055,0.4445,0.227
11,0.66,0.49,0.525,0.19,1.67,0.6525,0.4875
15,0.71,0.52,0.575,0.175,1.555,0.6465,0.3705
12,0.565,0.265,0.45,0.185,0.9285,0.302,0.1805
16,0.57,0.22,0.435,0.14,0.8085,0.3235,0.183
16,0.6,0.355,0.445,0.175,1.057,0.383,0.216
10,0.41,0.08,0.3,0.115,0.2595,0.097,0.0515
9,0.45,0.11,0.325,0.135,0.438,0.1805,0.1165
5,0.275,0.03,0.2,0.08,0.099,0.037,0.024
9,0.485,0.135,0.355,0.12,0.5085,0.21,0.122
13,0.62,0.355,0.485,0.165,1.166,0.483,0.238
12,0.48,0.155,0.38,0.135,0.507,0.1915,0.1365
17,0.505,0.215,0.41,0.15,0.6345,0.243,0.1335
11,0.4,0.1,0.31,0.11,0.314,0.138,0.057
11,0.45,0.1125,0.355,0.115,0.4385,0.184,0.108
9,0.35,0.0655,0.26,0.09,0.195,0.0745,0.041
16,0.44,0.184,0.35,0.14,0.451,0.171,0.0705
7,0.265,0.03,0.2,0.065,0.084,0.034,0.0105
4,0.165,0.008,0.125,0.04,0.0245,0.0095,0.0045
19,0.705,0.52,0.555,0.2,1.4685,0.4715,0.3235
16,0.535,0.25,0.425,0.155,0.7765,0.302,0.1565
11,0.49,0.175,0.385,0.14,0.5425,0.198,0.127
15,0.48,0.1595,0.37,0.13,0.5885,0.2475,0.1505
12,0.395,0.098,0.3,0.105,0.3375,0.1435,0.0755
12,0.375,0.0725,0.28,0.1,0.2565,0.1165,0.0585
10,0.345,0.0485,0.265,0.09,0.163,0.0615,0.037
12,0.55,0.28,0.415,0.135,0.8095,0.2985,0.2015
16,0.635,0.425,0.48,0.2,1.3655,0.6255,0.2595
13,0.575,0.275,0.475,0.17,0.967,0.3775,0.284
10,0.545,0.225,0.435,0.15,0.6855,0.2905,0.145
10,0.385,0.08,0.305,0.125,0.314,0.146,0.0555
11,0.51,0.2,0.34,0.18,0.7005,0.312,0.165
13,0.44,0.2,0.34,0.125,0.4895,0.1735,0.0875
12,0.45,0.145,0.36,0.125,0.45,0.191,0.0865
8,0.39,0.085,0.3,0.105,0.259,0.0955,0.038
12,0.425,0.14,0.325,0.135,0.382,0.1465,0.079
11,0.45,0.145,0.35,0.125,0.4435,0.185,0.09
15,0.66,0.42,0.525,0.18,1.6935,0.6025,0.4005
16,0.685,0.58,0.525,0.175,1.71,0.5415,0.309
12,0.585,0.275,0.475,0.185,0.8575,0.3465,0.1785
17,0.54,0.264,0.435,0.145,0.97,0.4285,0.22
12,0.49,0.1845,0.39,0.135,0.59,0.215,0.125
14,0.43,0.112,0.33,0.095,0.34,0.1315,0.085
13,0.455,0.1345,0.365,0.11,0.385,0.166,0.046
13,0.495,0.212,0.38,0.145,0.515,0.175,0.098
12,0.48,0.23,0.38,0.145,0.59,0.232,0.141
14,0.47,0.198,0.4,0.16,0.51,0.1615,0.073
11,0.415,0.104,0.32,0.1,0.3005,0.1215,0.0575
13,0.49,0.165,0.385,0.115,0.683,0.3265,0.1615
10,0.47,0.17,0.375,0.105,0.468,0.1665,0.108
11,0.445,0.18,0.345,0.13,0.4075,0.1365,0.0645
13,0.51,0.185,0.38,0.13,0.584,0.224,0.1355
15,0.52,0.205,0.405,0.145,0.829,0.3535,0.1685
8,0.475,0.158,0.365,0.14,0.4545,0.171,0.118
10,0.455,0.125,0.36,0.11,0.4385,0.206,0.098
10,0.435,0.13,0.34,0.11,0.407,0.1685,0.073
6,0.39,0.085,0.3,0.1,0.3085,0.1385,0.0735
8,0.375,0.07,0.285,0.1,0.239,0.105,0.0555
5,0.285,0.035,0.215,0.075,0.106,0.0415,0.023
20,0.58,0.315,0.445,0.17,1.178,0.3935,0.2165
19,0.58,0.335,0.44,0.175,1.073,0.4005,0.2345
9,0.41,0.09,0.315,0.095,0.306,0.121,0.0735
9,0.41,0.09,0.3,0.1,0.301,0.124,0.069
10,0.54,0.19,0.405,0.15,0.7585,0.307,0.2075
11,0.33,0.055,0.245,0.085,0.171,0.0655,0.0365
11,0.44,0.12,0.31,0.115,0.3625,0.134,0.082
5,0.28,0.03,0.21,0.065,0.0905,0.035,0.02
17,0.59,0.375,0.465,0.195,1.0885,0.3685,0.187
13,0.61,0.335,0.48,0.165,1.097,0.4215,0.264
17,0.61,0.37,0.46,0.17,1.278,0.41,0.257
12,0.455,0.135,0.345,0.125,0.44,0.169,0.1065
10,0.33,0.055,0.235,0.09,0.163,0.0615,0.034
16,0.44,0.195,0.33,0.135,0.522,0.17,0.0905
19,0.54,0.29,0.405,0.155,0.9715,0.3225,0.194
10,0.475,0.155,0.375,0.125,0.588,0.237,0.1715
10,0.46,0.125,0.33,0.15,0.5325,0.2085,0.1805
6,0.31,0.04,0.235,0.09,0.127,0.048,0.031
5,0.255,0.031,0.19,0.07,0.0815,0.028,0.016
8,0.335,0.057,0.255,0.075,0.1635,0.0615,0.0345
8,0.295,0.031,0.21,0.08,0.1,0.038,0.026
5,0.19,0.009,0.13,0.045,0.0265,0.009,0.005
19,0.545,0.325,0.435,0.165,0.9955,0.3245,0.2665
15,0.495,0.19,0.4,0.12,0.6605,0.2605,0.161
14,0.5,0.22,0.375,0.13,0.721,0.3055,0.1725
7,0.305,0.045,0.225,0.07,0.1485,0.0585,0.0335
13,0.475,0.125,0.35,0.115,0.487,0.194,0.1455
13,0.515,0.26,0.4,0.125,0.955,0.341,0.2535
18,0.545,0.31,0.41,0.145,0.873,0.3035,0.196
13,0.74,0.335,0.535,0.185,1.65,0.734,0.4505
16,0.565,0.33,0.465,0.15,1.1285,0.377,0.3525
10,0.56,0.26,0.44,0.16,1.1115,0.5035,0.2785
13,0.545,0.305,0.42,0.125,0.9745,0.353,0.174
19,0.645,0.41,0.515,0.185,1.4605,0.5835,0.3155
10,0.575,0.32,0.435,0.13,1.0105,0.368,0.222
13,0.62,0.3,0.48,0.16,1.0765,0.412,0.253
13,0.605,0.385,0.45,0.165,1.2225,0.357,0.202
18,0.605,0.34,0.475,0.16,1.616,0.5495,0.332
12,0.475,0.1945,0.375,0.15,0.559,0.1955,0.1215
9,0.365,0.07,0.285,0.085,0.2205,0.0855,0.0515
8,0.46,0.13,0.35,0.115,0.44,0.19,0.1025
10,0.53,0.25,0.43,0.135,0.879,0.28,0.2165
18,0.48,0.2495,0.395,0.15,0.6815,0.2145,0.1405
13,0.455,0.215,0.345,0.15,0.5795,0.1685,0.125
9,0.35,0.075,0.265,0.11,0.209,0.066,0.059
8,0.37,0.075,0.28,0.105,0.224,0.0815,0.0575
7,0.34,0.05,0.25,0.075,0.1765,0.0785,0.0405
8,0.35,0.064,0.28,0.075,0.196,0.082,0.04
6,0.35,0.053,0.265,0.08,0.192,0.081,0.0465
7,0.39,0.09,0.315,0.09,0.3095,0.147,0.05
7,0.395,0.093,0.31,0.095,0.313,0.131,0.072
6,0.415,0.0915,0.31,0.105,0.3595,0.167,0.083
7,0.43,0.1,0.32,0.1,0.3855,0.192,0.0745
8,0.48,0.184,0.355,0.115,0.5785,0.25,0.106
9,0.49,0.185,0.395,0.12,0.674,0.3325,0.1235
7,0.49,0.148,0.37,0.105,0.5265,0.249,0.1005
9,0.56,0.337,0.465,0.16,1.0315,0.432,0.2025
7,0.56,0.218,0.45,0.14,0.9,0.472,0.182
9,0.58,0.265,0.46,0.15,1.0165,0.491,0.221
8,0.58,0.371,0.48,0.18,1.2495,0.4945,0.27
8,0.59,0.28,0.47,0.135,1.1685,0.539,0.279
10,0.595,0.37,0.475,0.165,1.148,0.444,0.214
11,0.6,0.292,0.475,0.15,1.089,0.5195,0.223
9,0.61,0.2785,0.47,0.155,1.0325,0.497,0.2175
11,0.63,0.316,0.475,0.15,1.172,0.536,0.254
10,0.64,0.409,0.51,0.17,1.3715,0.567,0.307
10,0.65,0.43,0.545,0.185,1.5055,0.6565,0.341
13,0.71,0.5,0.55,0.2,1.9045,0.882,0.44
13,0.74,0.5235,0.605,0.2,2.4925,1.1455,0.575
4,0.25,0.0215,0.18,0.065,0.0805,0.0345,0.0185
6,0.28,0.03,0.21,0.065,0.111,0.0425,0.0285
6,0.325,0.045,0.24,0.075,0.152,0.065,0.0305
5,0.35,0.06,0.265,0.095,0.199,0.073,0.049
6,0.36,0.065,0.27,0.09,0.219,0.097,0.0405
6,0.365,0.063,0.27,0.105,0.2155,0.0915,0.0475
6,0.37,0.0645,0.28,0.09,0.2565,0.1255,0.0645
7,0.375,0.075,0.285,0.09,0.257,0.1045,0.062
6,0.38,0.075,0.275,0.095,0.2505,0.0945,0.0655
8,0.395,0.075,0.3,0.09,0.279,0.134,0.049
6,0.43,0.09,0.335,0.105,0.378,0.188,0.0785
8,0.44,0.131,0.35,0.125,0.456,0.21,0.0955
7,0.465,0.14,0.37,0.1,0.5055,0.234,0.11
7,0.465,0.126,0.355,0.115,0.4705,0.1955,0.118
8,0.48,0.135,0.37,0.13,0.643,0.349,0.1155
7,0.485,0.13,0.37,0.1,0.513,0.219,0.1075
9,0.49,0.145,0.4,0.115,0.569,0.256,0.1325
8,0.495,0.1645,0.4,0.145,0.578,0.2545,0.1305
8,0.5,0.151,0.385,0.11,0.596,0.3015,0.104
8,0.505,0.146,0.39,0.12,0.5725,0.2555,0.1325
7,0.52,0.161,0.39,0.12,0.6435,0.2885,0.157
7,0.52,0.2,0.395,0.125,0.8115,0.4035,0.166
7,0.525,0.1915,0.44,0.125,0.7115,0.3205,0.159
8,0.55,0.25,0.44,0.155,0.9155,0.3645,0.195
8,0.555,0.2155,0.44,0.145,0.8815,0.43,0.1975
8,0.555,0.225,0.42,0.11,0.931,0.4445,0.171
8,0.575,0.2815,0.46,0.165,1.065,0.4985,0.2145
9,0.6,0.31,0.475,0.155,1.1385,0.502,0.2295
12,0.61,0.315,0.48,0.16,1.234,0.598,0.238
10,0.61,0.3455,0.495,0.175,1.2635,0.53,0.315
8,0.61,0.29,0.47,0.16,1.0745,0.4925,0.236
8,0.615,0.365,0.505,0.19,1.403,0.6715,0.2925
9,0.62,0.2825,0.485,0.165,1.1325,0.5235,0.2505
11,0.625,0.345,0.495,0.16,1.1115,0.4495,0.2825
10,0.625,0.405,0.47,0.17,1.255,0.525,0.2415
11,0.625,0.475,0.485,0.17,1.437,0.5855,0.293
10,0.635,0.295,0.495,0.155,1.3635,0.583,0.2985
9,0.64,0.353,0.48,0.195,1.1435,0.4915,0.2345
9,0.64,0.354,0.5,0.17,1.4545,0.642,0.3575
10,0.66,0.372,0.525,0.18,1.478,0.5815,0.381
11,0.665,0.4265,0.52,0.165,1.6885,0.7295,0.407
10,0.715,0.565,0.585,0.23,2.0725,0.8655,0.4095
11,0.72,0.529,0.565,0.2,1.787,0.718,0.385
9,0.725,0.4375,0.58,0.185,1.523,0.8045,0.3595
3,0.165,0.014,0.12,0.05,0.021,0.0075,0.0045
4,0.21,0.013,0.15,0.055,0.0455,0.02,0.0065
6,0.355,0.06,0.265,0.085,0.2435,0.122,0.0525
6,0.4,0.0765,0.315,0.085,0.2675,0.116,0.0585
7,0.4,0.0815,0.29,0.1,0.258,0.104,0.059
6,0.4,0.075,0.3,0.11,0.2985,0.1375,0.071
7,0.435,0.1,0.335,0.11,0.411,0.2025,0.0945
7,0.44,0.09,0.33,0.11,0.38,0.197,0.079
8,0.45,0.12,0.34,0.105,0.4385,0.21,0.0925
6,0.465,0.109,0.345,0.105,0.4015,0.242,0.0345
7,0.47,0.123,0.355,0.145,0.4485,0.156,0.102
7,0.47,0.139,0.355,0.115,0.4155,0.167,0.084
8,0.475,0.1845,0.42,0.16,0.7095,0.35,0.1505
7,0.485,0.128,0.37,0.115,0.637,0.38,0.1335
8,0.505,0.3065,0.475,0.16,1.1155,0.509,0.239
8,0.51,0.1485,0.405,0.13,0.599,0.3065,0.1155
8,0.52,0.1535,0.38,0.13,0.5345,0.2375,0.122
8,0.53,0.183,0.42,0.14,0.627,0.2905,0.1165
10,0.535,0.2185,0.42,0.16,0.7465,0.348,0.1515
8,0.55,0.27,0.44,0.16,0.985,0.4645,0.201
8,0.555,0.23,0.44,0.145,0.85,0.4165,0.1685
8,0.555,0.23,0.44,0.15,0.838,0.4155,0.146
9,0.555,0.2215,0.43,0.135,0.812,0.4055,0.163
8,0.56,0.1955,0.415,0.13,0.7615,0.3695,0.17
8,0.575,0.225,0.44,0.145,0.87,0.3945,0.2195
9,0.585,0.22,0.45,0.145,0.9835,0.4845,0.242
10,0.59,0.255,0.46,0.145,0.929,0.38,0.24
9,0.595,0.289,0.47,0.165,1.0155,0.491,0.1905
8,0.6,0.268,0.41,0.145,0.939,0.4475,0.196
12,0.6,0.335,0.475,0.16,1.164,0.5045,0.2635
10,0.61,0.325,0.47,0.175,1.214,0.5315,0.2835
11,0.615,0.348,0.49,0.19,1.1345,0.4695,0.257
10,0.62,0.322,0.51,0.18,1.233,0.592,0.274
10,0.625,0.3135,0.495,0.18,1.0815,0.4715,0.254
9,0.625,0.271,0.47,0.175,1.179,0.605,0.258
11,0.64,0.32,0.5,0.165,1.1635,0.554,0.239
9,0.64,0.288,0.475,0.175,1.1545,0.4865,0.341
10,0.645,0.355,0.52,0.175,1.3345,0.667,0.2665
9,0.65,0.38,0.505,0.18,1.469,0.7115,0.3335
11,0.655,0.355,0.52,0.18,1.492,0.7185,0.36
11,0.655,0.385,0.54,0.175,1.5585,0.7285,0.402
9,0.66,0.4085,0.5,0.175,1.3275,0.556,0.2805
10,0.67,0.43,0.525,0.18,1.6615,0.8005,0.3645
12,0.69,0.42,0.525,0.19,1.492,0.6425,0.3905
11,0.7,0.461,0.575,0.2,1.7365,0.7755,0.3965
11,0.7,0.398,0.56,0.175,1.6605,0.8605,0.3275
11,0.71,0.4535,0.57,0.195,1.348,0.8985,0.4435
10,0.715,0.449,0.545,0.18,1.7405,0.871,0.347
11,0.72,0.468,0.545,0.185,1.7185,0.7925,0.401
3,0.215,0.0125,0.15,0.055,0.041,0.015,0.009
4,0.24,0.02,0.185,0.06,0.0655,0.0295,0.0005
4,0.26,0.0305,0.205,0.07,0.097,0.0415,0.019
6,0.32,0.038,0.24,0.085,0.131,0.0615,0.0265
6,0.33,0.0505,0.23,0.085,0.1695,0.079,0.026
6,0.335,0.054,0.26,0.085,0.192,0.097,0.03
7,0.35,0.0575,0.26,0.09,0.1765,0.072,0.0355
6,0.35,0.056,0.265,0.085,0.1735,0.0775,0.034
6,0.36,0.054,0.265,0.075,0.1785,0.0785,0.035
7,0.36,0.0585,0.265,0.09,0.2055,0.096,0.037
7,0.365,0.0625,0.275,0.09,0.2345,0.108,0.051
7,0.38,0.0775,0.285,0.09,0.2305,0.1005,0.039
6,0.4,0.087,0.31,0.115,0.314,0.1545,0.0595
6,0.4,0.08,0.315,0.09,0.33,0.151,0.068
9,0.4,0.08,0.265,0.1,0.2775,0.1245,0.0605
8,0.425,0.1065,0.325,0.11,0.405,0.1695,0.092
6,0.43,0.098,0.325,0.105,0.309,0.119,0.08
7,0.435,0.1315,0.335,0.11,0.4385,0.2075,0.0715
8,0.435,0.125,0.34,0.12,0.396,0.1775,0.081
8,0.445,0.12,0.355,0.095,0.3615,0.1415,0.0785
8,0.45,0.14,0.35,0.11,0.514,0.253,0.1045
8,0.455,0.1205,0.435,0.11,0.4265,0.195,0.09
8,0.46,0.11,0.34,0.09,0.384,0.1795,0.068
9,0.475,0.142,0.355,0.125,0.4865,0.2155,0.1105
8,0.475,0.125,0.36,0.135,0.4355,0.196,0.0925
7,0.475,0.14,0.35,0.115,0.498,0.2375,0.099
9,0.48,0.15,0.355,0.125,0.494,0.2385,0.0835
7,0.495,0.1375,0.37,0.12,0.594,0.28,0.11
9,0.5,0.1645,0.365,0.125,0.528,0.229,0.103
8,0.505,0.1535,0.39,0.115,0.5585,0.2575,0.119
9,0.515,0.1855,0.4,0.135,0.636,0.3055,0.1215
8,0.525,0.16,0.39,0.105,0.567,0.2875,0.1075
9,0.53,0.19,0.405,0.13,0.6615,0.2945,0.1395
8,0.53,0.198,0.42,0.13,0.658,0.296,0.1245
8,0.535,0.2365,0.415,0.135,0.78,0.3165,0.169
9,0.535,0.1975,0.41,0.13,0.6075,0.268,0.1225
8,0.54,0.2,0.41,0.135,0.7025,0.31,0.177
10,0.55,0.2425,0.425,0.155,0.8725,0.412,0.187
10,0.565,0.308,0.45,0.175,1.2365,0.5305,0.2455
10,0.57,0.277,0.47,0.155,1.186,0.6355,0.2315
9,0.57,0.2365,0.42,0.13,0.7745,0.3535,0.1505
8,0.57,0.223,0.42,0.16,0.8875,0.4315,0.1915
8,0.575,0.285,0.455,0.155,0.8725,0.349,0.2095
9,0.575,0.1965,0.44,0.125,0.8515,0.4555,0.1715
9,0.575,0.271,0.475,0.16,0.895,0.3605,0.221
9,0.575,0.2575,0.45,0.155,0.886,0.3605,0.211
10,0.58,0.27,0.46,0.14,0.9265,0.4135,0.1845
10,0.58,0.238,0.46,0.14,0.8295,0.3915,0.165
11,0.58,0.2445,0.47,0.15,0.907,0.444,0.1855
9,0.58,0.279,0.47,0.165,1.041,0.54,0.166
9,0.585,0.259,0.465,0.165,0.9355,0.4035,0.2275
9,0.585,0.294,0.46,0.165,1.058,0.486,0.25
10,0.595,0.2425,0.465,0.145,0.7955,0.3425,0.1795
9,0.6,0.3205,0.47,0.17,1.0805,0.4995,0.2245
8,0.6,0.275,0.47,0.15,0.928,0.4225,0.183
11,0.6,0.39,0.475,0.155,1.059,0.441,0.19
11,0.6,0.36,0.475,0.23,1.157,0.522,0.2235
10,0.6,0.31,0.475,0.17,1.088,0.4905,0.2475
9,0.6,0.239,0.485,0.145,0.776,0.3545,0.1585
10,0.62,0.31,0.48,0.165,1.043,0.4835,0.221
9,0.625,0.29,0.48,0.16,1.1415,0.5795,0.2145
10,0.625,0.319,0.475,0.16,1.3335,0.605,0.2875
9,0.625,0.374,0.5,0.175,1.273,0.564,0.302
11,0.625,0.39,0.49,0.165,1.1835,0.517,0.2375
9,0.625,0.302,0.485,0.16,1.2135,0.631,0.2235
11,0.63,0.325,0.465,0.15,1.0315,0.4265,0.24
10,0.635,0.365,0.495,0.17,1.3695,0.657,0.3055
